Species	sample	l2Fold_Diff	is.significant	db	workflow
Roseburia hominis	Zymo_D6331_VS_Q_V1_V9	1.93797155441643	FALSE	EmuDB	minitax
Salmonella enterica	Zymo_D6331_VS_Q_V1_V9	-3.78757715591495	TRUE	EmuDB	minitax
Veillonella rogosae	Zymo_D6331_VS_Q_V1_V9	-1.23014305596552	FALSE	EmuDB	minitax
Akkermansia muciniphila	Zymo_D6331_VS_Z_V1_V9	1.12033264343091	FALSE	EmuDB	minitax
Bacteroides fragilis	Zymo_D6331_VS_Z_V1_V9	1.78972792569743	FALSE	EmuDB	minitax
Bifidobacterium adolescentis	Zymo_D6331_VS_Z_V1_V9	15.1053928329197	TRUE	EmuDB	minitax
Clostridioides difficile	Zymo_D6331_VS_Z_V1_V9	-1.80696513910238	FALSE	EmuDB	minitax
Clostridium perfringens	Zymo_D6331_VS_Z_V1_V9	0	FALSE	EmuDB	minitax
Enterococcus faecalis	Zymo_D6331_VS_Z_V1_V9	2.00536742739341	TRUE	EmuDB	minitax
Escherichia coli	Zymo_D6331_VS_Z_V1_V9	-1.65667231772	FALSE	EmuDB	minitax
Faecalibacterium prausnitzii	Zymo_D6331_VS_Z_V1_V9	-0.54860624005516	FALSE	EmuDB	minitax
Fusobacterium nucleatum	Zymo_D6331_VS_Z_V1_V9	0.957506391715377	FALSE	EmuDB	minitax
Limosilactobacillus fermentum	Zymo_D6331_VS_Z_V1_V9	5.11668517092181	TRUE	EmuDB	minitax
Methanobrevibacter smithii	Zymo_D6331_VS_Z_V1_V9	8.04976754178398	TRUE	EmuDB	minitax
Prevotella corporis	Zymo_D6331_VS_Z_V1_V9	1.04566321936394	FALSE	EmuDB	minitax
Roseburia hominis	Zymo_D6331_VS_Z_V1_V9	1.16301484392229	FALSE	EmuDB	minitax
Salmonella enterica	Zymo_D6331_VS_Z_V1_V9	-3.31132987053688	TRUE	EmuDB	minitax
Veillonella rogosae	Zymo_D6331_VS_Z_V1_V9	-1.48753434746569	FALSE	EmuDB	minitax
