Row.names	sample	DNA_isolation_method	sample_name	GS_name	sample_nr	db	Vregion	platform	workflow	method	project	bamfile	mapq.filt	sequencing_date	group	GS_version	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
Q_V1_V2_Illumina_minitax_EMUdb_RandAln_4_D6300	Q_V1_V2_Illumina_minitax_EMUdb_RandAln_4_D6300	Q	Q3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	minitax	RandAln	NA	NA	NA	NA	7	D6300	0.001	54.851	True_positives	8	0.1%	Species
Q_V1_V2_Illumina_minitax_EMUdb_RandAln_4_D6300	Q_V1_V2_Illumina_minitax_EMUdb_RandAln_4_D6300	Q	Q3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	minitax	RandAln	NA	NA	NA	NA	7	D6300	0.01	548.51	True_positives	7	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I1_D6300	I	I1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I1_bc07_pass.bam	NA		1	D6300	1e-04	6.4281	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I1_D6300	I	I1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I1_bc07_pass.bam	NA		1	D6300	0.001	64.281	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I1_D6300	I	I1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I1_bc07_pass.bam	NA		1	D6300	0.01	642.81	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I2_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I2_D6300	I	I2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I2_bc08_pass.bam	NA		1	D6300	1e-04	6.9688	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I2_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I2_D6300	I	I2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I2_bc08_pass.bam	NA		1	D6300	0.001	69.688	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I2_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I2_D6300	I	I2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I2_bc08_pass.bam	NA		1	D6300	0.01	696.88	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I3_D6300	I	I3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I3_bc09_pass.bam	NA		1	D6300	1e-04	7.202	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I3_D6300	I	I3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I3_bc09_pass.bam	NA		1	D6300	0.001	72.02	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I3_D6300	I	I3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_invitrogen_I3_bc09_pass.bam	NA		1	D6300	0.01	720.2	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I4_D6300	I	I4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_invitrogen_I4_bc06_pass.bam	NA		1	D6300	1e-04	1.7009	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I4_D6300	I	I4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_invitrogen_I4_bc06_pass.bam	NA		1	D6300	0.001	17.009	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I4_D6300	I	I4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_invitrogen_I4_bc06_pass.bam	NA		1	D6300	0.01	170.09	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I5_D6300	I	I5	Zymo_D3600	5	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_invitrogen_I5_bc07_pass.bam	NA		1	D6300	1e-04	1.5482	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I5_D6300	I	I5	Zymo_D3600	5	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_invitrogen_I5_bc07_pass.bam	NA		1	D6300	0.001	15.482	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_I5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_I5_D6300	I	I5	Zymo_D3600	5	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_invitrogen_I5_bc07_pass.bam	NA		1	D6300	0.01	154.82	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN1_D6300	MN	MN1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_macherey_nagel_MN1_bc04_pass.bam	NA		2	D6300	1e-04	8.3161	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN1_D6300	MN	MN1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_macherey_nagel_MN1_bc04_pass.bam	NA		2	D6300	0.001	83.161	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN1_D6300	MN	MN1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_macherey_nagel_MN1_bc04_pass.bam	NA		2	D6300	0.01	831.61	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN3_D6300	MN	MN2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_macherey_nagel_MN3_bc06_pass.bam	NA		2	D6300	1e-04	8.0122	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN3_D6300	MN	MN2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_macherey_nagel_MN3_bc06_pass.bam	NA		2	D6300	0.001	80.122	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN3_D6300	MN	MN2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_macherey_nagel_MN3_bc06_pass.bam	NA		2	D6300	0.01	801.22	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN4_D6300	MN	MN3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_macherey_nagel_MN4_bc03_pass.bam	NA		2	D6300	1e-04	1.6839	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN4_D6300	MN	MN3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_macherey_nagel_MN4_bc03_pass.bam	NA		2	D6300	0.001	16.839	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN4_D6300	MN	MN3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_macherey_nagel_MN4_bc03_pass.bam	NA		2	D6300	0.01	168.39	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN5_D6300	MN	MN4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_macherey_nagel_MN5_bc04_pass.bam	NA		2	D6300	1e-04	1.6837	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN5_D6300	MN	MN4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_macherey_nagel_MN5_bc04_pass.bam	NA		2	D6300	0.001	16.837	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_MN5_D6300	MN	MN4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_macherey_nagel_MN5_bc04_pass.bam	NA		2	D6300	0.01	168.37	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q1_D6300	Q	Q1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q1_bc10_pass.bam	NA		3	D6300	1e-04	7.5599	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q1_D6300	Q	Q1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q1_bc10_pass.bam	NA		3	D6300	0.001	75.599	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q1_D6300	Q	Q1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q1_bc10_pass.bam	NA		3	D6300	0.01	755.99	True_positives	7	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q2_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q2_D6300	Q	Q2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q2_bc11_pass.bam	NA		3	D6300	1e-04	5.0602	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q2_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q2_D6300	Q	Q2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q2_bc11_pass.bam	NA		3	D6300	0.001	50.602	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q2_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q2_D6300	Q	Q2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q2_bc11_pass.bam	NA		3	D6300	0.01	506.02	True_positives	6	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q3_D6300	Q	Q3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q3_bc12_pass.bam	NA		3	D6300	1e-04	6.9538	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q3_D6300	Q	Q3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q3_bc12_pass.bam	NA		3	D6300	0.001	69.538	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q3_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q3_D6300	Q	Q3	Zymo_D3600	3	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_qiagen_Q3_bc12_pass.bam	NA		3	D6300	0.01	695.38	True_positives	6	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q4_D6300	Q	Q4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_qiagen_Q4_bc08_pass.bam	NA		3	D6300	1e-04	1.3892	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q4_D6300	Q	Q4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_qiagen_Q4_bc08_pass.bam	NA		3	D6300	0.001	13.892	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q4_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q4_D6300	Q	Q4	Zymo_D3600	4	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_qiagen_Q4_bc08_pass.bam	NA		3	D6300	0.01	138.92	True_positives	7	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q5_D6300	Q	Q5	Zymo_D3600	5	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_qiagen_Q5_bc09_pass.bam	NA		3	D6300	1e-04	1.3265	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q5_D6300	Q	Q5	Zymo_D3600	5	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_qiagen_Q5_bc09_pass.bam	NA		3	D6300	0.001	13.265	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q5_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Q5_D6300	Q	Q5	Zymo_D3600	5	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220825_qiagen_Q5_bc09_pass.bam	NA		3	D6300	0.01	132.65	True_positives	7	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z1_D6300	Z	Z1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_zymo_Z1_bc01_pass.bam	NA		4	D6300	1e-04	7.3917	True_positives	8	0.01%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z1_D6300	Z	Z1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_zymo_Z1_bc01_pass.bam	NA		4	D6300	0.001	73.917	True_positives	8	0.1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z1_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z1_D6300	Z	Z1	Zymo_D3600	1	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_zymo_Z1_bc01_pass.bam	NA		4	D6300	0.01	739.17	True_positives	8	1%	Species
V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z2_D6300	V1_V9_ONT__minitax_v3_EMUdb_RandAln_Z2_D6300	Z	Z2	Zymo_D3600	2	EMUdb	V1_V9	ONT	minitax	RandAln	MCM_Zymo_D3600	MCM_Zymo_D3600_ONT_V1_V9_20220720_zymo_Z2_bc02_pass.bam	NA		4	D6300	1e-04	5.8181	True_positives	8	0.01%	Species
