dummy	family	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	Candidatus Sumerlaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	2	1	0	3	0	0	1	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Vecturitrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	1	3	6	1	2	10	7	12	8	14	10	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Carbonactinosporaceae	0	0	0	0	0	0	1	0	0	0	0	0	3	1	39	0	33	4	0	4	5	7	20	1	1	24	0	2	0	0	0	0	0	0	0	0	0	1	0	1	8	8	5	13	8	2	2	0	0	0	0	7	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cardiobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	7	8	7	10	4	3	14	15	8	10	8	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Carnobacteriaceae	9	3	8	8	12	2	11	4	5	5	3	9	67	1	92	0	117	53	0	74	47	27	38	27	19	43	0	5	1	1	2	5	2	3	2	0	3	0	1	430	712	496	375	539	369	347	316	117	108	125	82	290	242	219	206	2	1	9	3	0	29	15	13	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catalimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catenulisporaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	4	5	5	9	3	6	0	1	0	0	9	4	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caulobacteraceae	22	16	6	16	14	15	21	11	5	21	19	37	10	0	9	0	8	4	0	7	14	4	2	6	4	2	1	0	1	0	1	0	1	0	0	0	0	0	0	183	472	248	173	592	308	201	242	203	148	361	610	309	274	248	182	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cellulomonadaceae	0	1	1	0	1	3	2	0	0	0	1	8	14	1	22	0	48	13	1	114	18	11	5	3	0	10	1	0	0	0	0	0	0	2	0	0	0	0	0	131	251	159	116	315	119	242	143	18	21	18	30	215	169	138	199	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cellulosilyticaceae	44	14	21	29	54	19	45	53	189	120	57	76	82	3	113	0	297	108	0	451	24	38	9	95	81	110	0	12	6	13	5	37	25	27	37	129	131	40	51	92	129	126	94	251	119	126	177	16	21	35	14	572	470	144	124	246	46	613	275	6	672	500	516	292	181	1565	96	5	3	6	18	8	7	22	66	177	89	15	35
TRUE	Cellvibrionaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	5	2	1	2	12	14	8	15	10	8	4	3	0	0	0	5	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chamaesiphonaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	1	1	2	2	3	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chelatococcaceae	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	8	2	16	4	12	9	0	1	0	0	17	12	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinibacteraceae	0	0	0	1	0	0	1	0	0	1	0	2	22	1	4	0	11	12	0	3	36	52	8	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	17	28	14	14	30	11	9	9	21	19	29	31	40	12	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinispirillaceae	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	2	4	4	1	4	0	0	2	0	15	16	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinivibrionaceae	0	0	3	0	0	0	0	0	0	0	0	2	4	0	7	0	9	2	0	5	8	4	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinophagaceae	0	0	1	0	0	0	1	0	0	0	0	0	26	3	11	0	30	31	0	31	26	34	25	3	0	13	1	0	0	0	0	0	0	1	1	1	2	0	6	95	162	86	62	180	91	79	81	124	142	119	126	160	114	100	106	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2
TRUE	Chlamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	2	2	6	13	14	5	8	9	6	5	21	9	20	30	12	7	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chlorobiaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	29	13	9	31	12	13	14	5	4	5	8	22	16	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chloroflexaceae	0	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	4	1	2	4	2	0	0	0	3	2	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Christensenellaceae	3	1	2	2	0	1	2	0	2	1	2	2	2	0	4	0	4	5	0	8	16	13	3	2	3	12	0	0	0	0	0	0	2	0	0	0	0	0	1	30	46	43	21	43	42	25	50	0	1	4	4	58	48	44	36	1	1	0	1	0	1	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chromatiaceae	5	0	2	3	3	1	3	2	0	0	0	1	29	2	29	0	43	10	0	63	8	2	2	2	0	12	0	1	2	1	2	5	4	3	3	6	15	2	7	45	115	51	47	118	63	67	50	19	18	17	28	101	49	53	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chromobacteriaceae	3	2	6	2	8	4	7	3	2	4	7	3	12	1	21	0	18	10	0	9	104	185	99	5	2	41	0	0	0	0	0	1	1	0	0	0	1	1	0	85	212	113	78	243	81	93	91	38	35	57	49	173	129	113	65	5	1	25	6	0	21	8	3	0	0	3	0	0	0	0	3	0	0	0	2	0	0	0	0
TRUE	Chroococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	5	1	0	5	11	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	2	1	0	0	2	0	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chroococcidiopsidaceae	0	0	0	0	0	0	1	1	1	0	0	1	8	0	7	0	7	5	0	4	4	5	1	2	1	1	0	0	0	0	0	0	2	0	1	1	0	0	1	5	12	8	5	16	10	5	2	6	9	10	6	7	8	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chrysiogenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chthoniobacteraceae	0	0	0	3	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	4	1	1	0	0	1	1	2	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TRUE	Chthonomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	2	0	0	1	7	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Clostridiaceae	1624	612	1364	1134	1934	1059	2082	1283	832	910	856	1361	52038	3760	24635	189	68685	53533	65	21897	3044	2736	683	2767	2320	4287	164	3231	1873	1709	2125	2782	3219	2661	2092	952	1633	828	1888	22989	43275	27415	20605	48683	40117	26482	24325	7151	5117	8623	7160	46304	54521	36542	29693	124040	27739	184843	139060	934	173219	101246	78066	5645	2726	105371	3730	10083	6915	5824	16677	2257	4832	7259	18343	4402	1790	1609	2124
TRUE	Clostridiales Family XVI. Incertae Sedis	0	2	0	0	0	1	0	0	1	0	1	1	8	0	16	0	30	10	0	5	5	7	3	0	0	4	0	3	1	0	1	1	4	5	2	1	0	1	0	1	9	3	6	9	3	6	4	3	2	1	8	10	8	10	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Clostridiales Family XVII. Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	49	33	20	71	21	27	17	0	0	3	9	48	26	24	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coelosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	4	6	3	2	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cohaesibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	9	4	3	4	0	2	0	6	13	9	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Colwelliaceae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	0	2	2	1	0	2	1	0	0	2	0	1	0	0	1	2	2	63	108	59	60	60	72	25	44	114	82	92	95	57	63	53	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Comamonadaceae	24	42	37	24	12	30	34	8	93	48	111	74	42	4	80	0	36	69	0	69	1794	804	217	222	64	101	0	130	105	89	109	143	141	122	80	96	123	95	150	371	882	529	335	1044	544	497	440	334	311	348	337	791	551	496	499	0	0	1	0	0	2	4	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	4
TRUE	Conexibacteraceae	0	2	0	0	0	0	6	0	0	1	0	15	20	0	17	0	58	18	0	4	13	11	16	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	21	24	16	14	51	19	63	19	1	4	0	1	40	18	12	130	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1
TRUE	Coprobacillaceae	3473	1886	2219	2813	3491	1460	3048	2104	871	431	1545	1538	13554	482	7764	32	17813	7928	5	7829	2426	1774	689	719	220	2398	18	4235	2250	1694	2482	3605	2713	2580	1978	1034	669	1323	1670	88705	123188	66958	77665	90905	43583	38053	37284	9932	3667	4275	12186	18906	11040	19500	12638	7501	1638	8591	7768	61	8756	4111	4845	384	160	15155	331	2068	1473	927	3686	512	586	1059	2843	1154	369	531	672
TRUE	Coprothermobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	1	0	1	0	3	1	3	2	0	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Corynebacteriaceae	5	3	3	1	17	5	8	10	9	11	4	17	198	14	207	1	367	229	0	335	133	157	75	48	17	188	4	6	3	3	1	12	19	18	13	5	7	7	12	533	1146	724	491	1476	549	544	591	87	70	81	148	920	634	627	404	154	34	241	164	2	1870	742	774	20	21	260	25	10	4	6	9	10	39	33	118	14	17	4	9
TRUE	Coxiellaceae	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	7	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	27	15	5	21	16	15	11	15	12	19	4	18	6	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Crenotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	4	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Crocinitomicaceae	0	0	0	0	1	0	1	3	0	1	0	0	20	1	4	0	17	22	0	25	40	31	13	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	13	20	14	10	14	11	10	14	10	16	20	19	37	15	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	46	88	49	44	60	37	33	25	44	41	54	96	36	36	28	37	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	3	13	3	16	6	1	0	1	0	5	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptosporidiidae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	26	31	30	31	18	19	17	22	23	16	54	8	12	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyanothecaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	4	0	3	1	1	0	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyclobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	9	1	5	0	8	7	0	12	11	13	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	52	95	64	41	63	45	42	42	52	46	33	45	55	54	43	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cytophagaceae	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	4	3	0	2	3	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	27	34	20	22	35	22	13	15	18	12	14	10	18	22	16	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Debaryomycetaceae	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	12	5	0	0	7	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	79	174	84	86	113	98	52	71	157	113	171	353	92	88	67	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Deferribacteraceae	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	11	7	16	5	3	8	11	9	7	5	4	2	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dehalococcoidaceae	0	0	0	0	0	0	0	0	0	0	0	0	14	1	22	0	16	9	0	13	15	14	5	4	4	7	0	0	0	0	0	0	0	0	0	0	1	0	0	12	37	26	13	57	20	21	27	5	3	1	7	41	30	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Deinococcaceae	0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	5	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	262	183	117	355	107	100	141	17	10	12	36	166	117	147	76	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermabacteraceae	1	0	0	2	1	0	1	0	0	0	1	0	48	1	12	0	47	23	0	30	14	26	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	177	383	208	123	421	188	156	188	48	34	35	60	243	186	135	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermacoccaceae	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	2	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	45	98	69	47	124	50	52	59	0	2	3	3	76	44	57	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermatophilaceae	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	1	8	5	1	4	2	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	18	28	14	12	36	19	14	14	2	1	0	2	40	23	21	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermocarpellaceae	0	0	0	0	0	0	0	1	0	0	1	0	0	0	26	0	16	1	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	55	21	32	41	25	24	28	2	1	2	0	22	17	12	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desertifilaceae	0	0	0	0	1	0	0	0	0	0	0	0	14	1	1	0	7	8	0	4	13	26	6	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	4	2	4	1	5	3	2	0	3	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfallaceae	0	1	0	2	1	0	1	1	0	0	1	0	1	0	3	0	1	0	0	1	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	25	19	15	19	13	8	15	6	3	3	4	18	12	8	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfarculaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	55	51	31	92	44	29	31	7	1	2	13	69	46	53	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfitibacteraceae	5	0	1	0	2	1	1	1	3	0	1	1	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	1	2	1	2	1	0	2	1	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfitobacteriaceae	2	0	2	2	5	4	4	2	1	2	3	3	75	5	121	0	129	52	0	58	27	21	14	1	0	35	0	11	3	6	9	7	10	10	4	2	5	1	9	213	405	225	174	413	249	190	181	62	42	61	87	282	239	224	161	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
