Row.names	sample	DNA_isolation_method	sample_name	sample_nr	GS_name	Vregion	platform	workflow	db	method	GS_version	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	122.459800000005	True_positives	11	0.01%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1224.59800000005	True_positives	10	0.1%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	12245.9800000005	True_positives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.2253	True_positives	9	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.253	True_positives	9	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	22.53	True_positives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.2443	True_positives	8	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.443	True_positives	8	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	24.43	True_positives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.246	True_positives	9	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.46	True_positives	9	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	24.6	True_positives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	46.8153999999988	True_positives	12	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	468.153999999988	True_positives	10	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4681.53999999988	True_positives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	47.3882000000009	True_positives	11	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	473.882000000009	True_positives	9	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4738.82000000009	True_positives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	43.6458999999989	True_positives	11	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	436.458999999989	True_positives	10	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4364.58999999989	True_positives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	136.802100000003	False_positives	2	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1368.02100000003	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	13680.2100000003	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	135.917199999997	False_positives	2	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1359.17199999997	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	13591.7199999997	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	141.799399999993	False_positives	2	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1417.99399999993	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	14179.9399999993	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__MN1_D6331	V1-V9_ONT_EMU_EMUdb__MN1_D6331	MN	MN1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	151.864700000011	False_positives	2	0.01%	Species
V1.V9_ONT_EMU_EMUdb__MN1_D6331	V1-V9_ONT_EMU_EMUdb__MN1_D6331	MN	MN1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1518.64700000011	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__MN1_D6331	V1-V9_ONT_EMU_EMUdb__MN1_D6331	MN	MN1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	15186.4700000011	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__MN2_D6331	V1-V9_ONT_EMU_EMUdb__MN2_D6331	MN	MN2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	152.837699999992	False_positives	2	0.01%	Species
V1.V9_ONT_EMU_EMUdb__MN2_D6331	V1-V9_ONT_EMU_EMUdb__MN2_D6331	MN	MN2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1528.37699999992	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__MN2_D6331	V1-V9_ONT_EMU_EMUdb__MN2_D6331	MN	MN2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	15283.7699999992	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	122.459800000005	False_positives	2	0.01%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1224.59800000005	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	12245.9800000005	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.2253	False_positives	0	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.253	False_positives	0	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	22.53	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.2443	False_positives	0	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.443	False_positives	0	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	24.43	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.246	False_positives	0	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.46	False_positives	0	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	24.6	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	46.8153999999988	False_positives	8	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	468.153999999988	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4681.53999999988	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	47.3882000000009	False_positives	2	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	473.882000000009	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4738.82000000009	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	43.6458999999989	False_positives	4	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	436.458999999989	False_positives	1	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4364.58999999989	False_positives	0	1%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	136.802100000003	False_negatives	5	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1368.02100000003	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	13680.2100000003	False_negatives	10	1%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	135.917199999997	False_negatives	5	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1359.17199999997	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	13591.7199999997	False_negatives	10	1%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	141.799399999993	False_negatives	6	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1417.99399999993	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	14179.9399999993	False_negatives	10	1%	Species
V1.V9_ONT_EMU_EMUdb__MN1_D6331	V1-V9_ONT_EMU_EMUdb__MN1_D6331	MN	MN1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	151.864700000011	False_negatives	4	0.01%	Species
V1.V9_ONT_EMU_EMUdb__MN1_D6331	V1-V9_ONT_EMU_EMUdb__MN1_D6331	MN	MN1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1518.64700000011	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__MN1_D6331	V1-V9_ONT_EMU_EMUdb__MN1_D6331	MN	MN1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	15186.4700000011	False_negatives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__MN2_D6331	V1-V9_ONT_EMU_EMUdb__MN2_D6331	MN	MN2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	152.837699999992	False_negatives	4	0.01%	Species
V1.V9_ONT_EMU_EMUdb__MN2_D6331	V1-V9_ONT_EMU_EMUdb__MN2_D6331	MN	MN2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1528.37699999992	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__MN2_D6331	V1-V9_ONT_EMU_EMUdb__MN2_D6331	MN	MN2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	15283.7699999992	False_negatives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	122.459800000005	False_negatives	4	0.01%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1224.59800000005	False_negatives	5	0.1%	Species
V1.V9_ONT_EMU_EMUdb__MN3_D6331	V1-V9_ONT_EMU_EMUdb__MN3_D6331	MN	MN3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	12245.9800000005	False_negatives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.2253	False_negatives	6	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.253	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q1_D6331	V1-V9_ONT_EMU_EMUdb__Q1_D6331	Q	Q1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	22.53	False_negatives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.2443	False_negatives	7	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.443	False_negatives	7	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q2_D6331	V1-V9_ONT_EMU_EMUdb__Q2_D6331	Q	Q2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	24.43	False_negatives	8	1%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	0.246	False_negatives	6	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	2.46	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Q3_D6331	V1-V9_ONT_EMU_EMUdb__Q3_D6331	Q	Q3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	24.6	False_negatives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	46.8153999999988	False_negatives	3	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	468.153999999988	False_negatives	5	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z1_D6331	V1-V9_ONT_EMU_EMUdb__Z1_D6331	Z	Z1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4681.53999999988	False_negatives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	47.3882000000009	False_negatives	4	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	473.882000000009	False_negatives	6	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z2_D6331	V1-V9_ONT_EMU_EMUdb__Z2_D6331	Z	Z2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4738.82000000009	False_negatives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	43.6458999999989	False_negatives	4	0.01%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	436.458999999989	False_negatives	5	0.1%	Species
V1.V9_ONT_EMU_EMUdb__Z3_D6331	V1-V9_ONT_EMU_EMUdb__Z3_D6331	Z	Z3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	4364.58999999989	False_negatives	7	1%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	136.802100000003	Precision	0.833333333333333	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1368.02100000003	Precision	0.9	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I1_D6331	V1-V9_ONT_EMU_EMUdb__I1_D6331	I	I1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	13680.2100000003	Precision	1	1%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	135.917199999997	Precision	0.833333333333333	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1359.17199999997	Precision	0.9	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I2_D6331	V1-V9_ONT_EMU_EMUdb__I2_D6331	I	I2	2	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	13591.7199999997	Precision	1	1%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	141.799399999993	Precision	0.818181818181818	0.01%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.001	1417.99399999993	Precision	0.9	0.1%	Species
V1.V9_ONT_EMU_EMUdb__I3_D6331	V1-V9_ONT_EMU_EMUdb__I3_D6331	I	I3	3	NA	V1-V9	ONT	EMU	EMUdb		D6331	0.01	14179.9399999993	Precision	1	1%	Species
V1.V9_ONT_EMU_EMUdb__MN1_D6331	V1-V9_ONT_EMU_EMUdb__MN1_D6331	MN	MN1	1	NA	V1-V9	ONT	EMU	EMUdb		D6331	1e-04	151.864700000011	Precision	0.846153846153846	0.01%	Species
