Species	sample	l2Fold_Diff	is.significant	db	workflow
Escherichia coli	Zymo_6300_VS_MN_V1_V9	-2.29847948903569	TRUE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_MN_V1_V9	2.47177646524827	TRUE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_MN_V1_V9	0.786945264111842	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_MN_V1_V9	-1.59609686210397	FALSE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_MN_V1_V9	-2.59198587627169	TRUE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_MN_V1_V9	1.36009679705805	FALSE	NCBI_genome_collection	minitax
Bacillus subtilis	Zymo_6300_VS_Q_V1_V2	-0.914258560396553	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_Q_V1_V2	0.857052303340524	FALSE	NCBI_genome_collection	minitax
Escherichia coli	Zymo_6300_VS_Q_V1_V2	-2.37769691077474	TRUE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_Q_V1_V2	2.12411498717983	TRUE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_Q_V1_V2	1.37170538276357	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_Q_V1_V2	-2.01658182956576	TRUE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_Q_V1_V2	-3.3636808609268	TRUE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_Q_V1_V2	2.68956195457708	TRUE	NCBI_genome_collection	minitax
Bacillus subtilis	Zymo_6300_VS_Q_V1_V9	0.28410255738678	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_Q_V1_V9	0.616962858684869	FALSE	NCBI_genome_collection	minitax
Escherichia coli	Zymo_6300_VS_Q_V1_V9	-3.41846575503504	TRUE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_Q_V1_V9	3.11660028080495	TRUE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_Q_V1_V9	0.9348173213375	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_Q_V1_V9	-1.77548878350148	FALSE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_Q_V1_V9	-3.71853922996518	TRUE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_Q_V1_V9	3.29905294512382	TRUE	NCBI_genome_collection	minitax
Bacillus subtilis	Zymo_6300_VS_Z_V1_V2	0.145259635603277	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_Z_V1_V2	-0.0833331062770247	FALSE	NCBI_genome_collection	minitax
Escherichia coli	Zymo_6300_VS_Z_V1_V2	-0.798372629512292	FALSE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_Z_V1_V2	1.01060589982471	FALSE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_Z_V1_V2	0.301758894066542	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_Z_V1_V2	-0.386344187360526	FALSE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_Z_V1_V2	-1.78277012347971	FALSE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_Z_V1_V2	2.39180665544811	TRUE	NCBI_genome_collection	minitax
Bacillus subtilis	Zymo_6300_VS_Z_V1_V9	1.11305703755048	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_Z_V1_V9	-0.439370552774715	FALSE	NCBI_genome_collection	minitax
Escherichia coli	Zymo_6300_VS_Z_V1_V9	-1.93781490662303	FALSE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_Z_V1_V9	1.82449626392164	FALSE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_Z_V1_V9	0.083192084138564	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_Z_V1_V9	0.172884727043999	FALSE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_Z_V1_V9	-2.2290391406617	TRUE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_Z_V1_V9	2.89894542121949	TRUE	NCBI_genome_collection	minitax
