sample	superkingdom	phylum	class	order	family	genus	species	norm_count
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium callanderi	45813.5419743193
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. HMSC061B07	26910.9913580451
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio hungatei	73257.2629673639
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium maltosivorans	17665.1457675947
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus sp. YE78	88010.7969359691
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CAG:122	42608.7177148431
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CAG:12237_41	41365.2796879642
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Anaeromicrobium	Anaeromicrobium sediminis	39.2156582955483
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. HMSC24D01	66033.135391504
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	NA	Gemmiger	Gemmiger formicilis	3175.26168629955
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium A4	12483.8523300228
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	NA	[Clostridium] methylpentosum	135633.085734443
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia	15826.2330524434
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	26958.0501479997
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	66932.0789432019
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	46487.4479791828
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. KLE 1280	24577.35803055
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. INlla18	17993.9539794573
sample_17	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Candidatus Stoquefichus	Candidatus Stoquefichus sp. KLE1796	181092.480148463
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio ethanolgignens	38360.1536268854
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium clostridioforme CAG:132	21742.9709125118
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium MD308	689.592268181718
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter mobilis	36868.7519760147
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus sp. 15R	16816.277594951
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. COT-052 OH4946	39635.5674982206
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. DS2_6	149767.615619798
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA	178056.584878567
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium oral taxon 096	89.8943551697953
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella balaenopterae	45161.9587287932
sample_17	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	Coprobacillus sp. D7	24402.9991805898
sample_17	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	29720.6424454661
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	NA	Ruminococcaceae bacterium YRB3002	6414.47506151183
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae	1852.78902500967
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio sp. ACV-2	7294.71576079191
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas mossii	1910.10421790317
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus zeae	11882.3444635511
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lapidilactobacillus	Lapidilactobacillus concavus	6911.00562731547
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kefiranofaciens	36255.7810709643
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva	27160.7649354967
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. UMNPBX5	97.1341690089734
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster citroniae	9227.74605585247
sample_17	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. BMA	11.4630385786987
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. M62/1	1852.18570718974
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia argi	1393.66416404179
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:2	5727.29606460984
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2	7390.64329416102
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium NE2001	8911.00420038843
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia pseudococcoides	9287.47452002569
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium AM25-22	13394.8622381194
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. INlla21	15253.0811235085
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] aminophilum	20716.7273008083
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	[Butyribacterium] methylotrophicum	27335.1237854569
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium papyrosolvens	72.3981383917814
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. D25	34927.878549295
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. 2_1_7	34311.287737325
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus brevis	10717.3377532634
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	NA	Ruminococcaceae bacterium D5	4862.74162864798
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides chinchillae	31976.4477741901
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. C105KSO14	23362.8792590279
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylolyticus	5647.05479455895
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium 7_1_58FAA	2778.88187860454
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. INlla16	39064.8288405654
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus flavefaciens	12926.6876098526
sample_17	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Erysipelotrichaceae bacterium	781.296576811308
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus parakefiri	2601.50643954468
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Marvinbryantia	Marvinbryantia formatexigens	32178.5592438671
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. HMSC073B09	11054.5924146051
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium 8_1_57FAA	2740.87285594886
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	[Ruminococcus] torques CAG:61	2525.48839423331
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	2188.83705071152
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum	28571.3219984966
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	14105.5706299987
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	1037.7066502822
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	13124.5758547901
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii	7361.68403880431
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus	16657.0016904891
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. UMNPBX16	226.244182474317
sample_17	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	1034.69006118254
sample_17	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium sp. AM22-15	635.896982207813
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Anaerobranca californiensis	1089.59198279631
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	NA	Proteiniborus	Proteiniborus sp. DW1	25.942666257055
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	NA	NA	Clostridiales bacterium CHKCI006	624.433943629115
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans	3527.59929313955
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium XBD2001	13429.2513538555
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium XBB1006	413.876024473017
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio clariflavus	38555.0252827233
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium 5_1_63FAA	3672.39556992311
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio sp. YE44	40302.2336892449
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium AM25-11LB	13450.3674775531
sample_17	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	Spongiibacter sp.	6.63649601924663
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas mucosa	20126.6824729152
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. CAG:51	7929.40610735986
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter fastidiosus	6042.22796661409
sample_17	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis	24037.3885817113
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia sp. KLE 1732	2044.64409174789
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia sp. HMSC24B09	6906.17908475602
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	291.40250702692
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	3744.79370831489
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AR20	2255.80532872392
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium stercorarium	49925.1529171525
sample_17	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Erysipelotrichaceae bacterium 21_3	2381.89875308961
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium 3_1_46FAA	3757.46338253346
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus perolens	3038.91185899502
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. M55	7832.27193835089
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri	9236.79582315145
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	3971.64120860914
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 3_1_19	7801.50272953438
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium NLAE-zl-G231	2398.79165204769
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium 3_1_57FAA_CT1	1930.01370596091
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus hokkaidonensis	1044.34314630145
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA	Lachnospiraceae bacterium YSD2013	1112.51805995371
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. UMNPBX4	2750.52594106776
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. UMNPBX1	325.188304943085
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. HMSC064F12	13980.6838412729
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] gnavus	12082.0426619485
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. INlla14	22806.0169112311
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus agilis	482.654255945209
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum lentocellum	24983.3909233639
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus coryniformis	7117.34032173204
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus mindensis	1783.40747571755
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. 1-3	343.891157360962
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. AF15-49	121.870199626165
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_1_33B	3593.96425333202
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	Porphyromonadaceae bacterium	1079.33557985747
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia sp. AF20-18LB	226.244182474317
sample_17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. HMSC08B12	1024.43365824371
sample_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. MGM1	104.977300668083
sample_17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium ruminantium	5892.60514727108
sample_17	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea sp. Root670	9497.42912136186
