sample	DNA_isolation_method	sample_name	GS_name	sample_nr	db	Vregion	platform	workflow	method	project	bamfile	mapq.filt	sequencing_date	group	GS_version	rank	R2
Z_V1_V2_illumina_dada2_EMUdb_1_D6300	Z	Z1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	genus	0.00161114905975486
Z_V1_V2_illumina_dada2_EMUdb_2_D6300	Z	Z2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	genus	0.000299673205471814
Z_V1_V2_illumina_dada2_EMUdb_3_D6300	Z	Z3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	genus	0.110909060979923
I_V1_V2_illumina_dada2_EMUdb_1_D6300	I	I1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	species	0.0151286846983247
I_V1_V2_illumina_dada2_EMUdb_2_D6300	I	I2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	species	0.0147446536210742
I_V1_V2_illumina_dada2_EMUdb_3_D6300	I	I3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	species	0.0276349024184793
MN_V1_V2_illumina_dada2_EMUdb_1_D6300	MN	MN1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	species	0.186955698738068
MN_V1_V2_illumina_dada2_EMUdb_3_D6300	MN	MN2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	species	0.131531590019921
MN_V1_V2_illumina_dada2_EMUdb_4_D6300	MN	MN3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	species	0.236428982675787
Q_V1_V2_illumina_dada2_EMUdb_1_D6300	Q	Q1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	species	0.21206224812637
Q_V1_V2_illumina_dada2_EMUdb_2_D6300	Q	Q2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	species	0.301732099645347
Q_V1_V2_illumina_dada2_EMUdb_4_D6300	Q	Q3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	species	0.223634151797485
Z_V1_V2_illumina_dada2_EMUdb_1_D6300	Z	Z1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	species	0.0911694165789151
Z_V1_V2_illumina_dada2_EMUdb_2_D6300	Z	Z2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	species	0.115231036478005
Z_V1_V2_illumina_dada2_EMUdb_3_D6300	Z	Z3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	species	0.307274829135327
