sample	DNA_isolation_method	sample_name	GS_name	sample_nr	db	Vregion	platform	workflow	method	project	bamfile	mapq.filt	sequencing_date	group	GS_version	rank	R2
MN_V1_V2_illumina_dada2_SILVA_4_D6300	MN	MN3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	order	0.242296898979089
Q_V1_V2_illumina_dada2_SILVA_1_D6300	Q	Q1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	order	0.0933239963934218
Q_V1_V2_illumina_dada2_SILVA_2_D6300	Q	Q2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	order	0.247082349872994
Q_V1_V2_illumina_dada2_SILVA_4_D6300	Q	Q3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	order	0.0571757709816022
Z_V1_V2_illumina_dada2_SILVA_1_D6300	Z	Z1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	order	0.345634937795183
Z_V1_V2_illumina_dada2_SILVA_2_D6300	Z	Z2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	order	0.320980875259804
Z_V1_V2_illumina_dada2_SILVA_4_D6300	Z	Z3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	order	0.268704235908244
I_V1_V2_illumina_dada2_SILVA_1_D6300	I	I1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	genus	0.114319551572777
I_V1_V2_illumina_dada2_SILVA_2_D6300	I	I2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	genus	0.0881463723577722
I_V1_V2_illumina_dada2_SILVA_3_D6300	I	I3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	genus	0.161493001550539
MN_V1_V2_illumina_dada2_SILVA_1_D6300	MN	MN1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	genus	0.0171320573544941
MN_V1_V2_illumina_dada2_SILVA_3_D6300	MN	MN2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	genus	0.000501461944886635
MN_V1_V2_illumina_dada2_SILVA_4_D6300	MN	MN3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	genus	4.62739599696522e-05
Q_V1_V2_illumina_dada2_SILVA_1_D6300	Q	Q1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	genus	0.00468844876766509
Q_V1_V2_illumina_dada2_SILVA_2_D6300	Q	Q2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	genus	0.000184773117510956
Q_V1_V2_illumina_dada2_SILVA_4_D6300	Q	Q3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	genus	0.0133130188601442
Z_V1_V2_illumina_dada2_SILVA_1_D6300	Z	Z1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	genus	0.00560013252518591
Z_V1_V2_illumina_dada2_SILVA_2_D6300	Z	Z2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	genus	0.00336960072496448
Z_V1_V2_illumina_dada2_SILVA_4_D6300	Z	Z3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	genus	2.57855628699808e-05
I_V1_V2_illumina_dada2_SILVA_1_D6300	I	I1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	species	0.00146491723362369
I_V1_V2_illumina_dada2_SILVA_2_D6300	I	I2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	species	0.00145750773549191
I_V1_V2_illumina_dada2_SILVA_3_D6300	I	I3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	1	D6300	species	0.000830123256728315
MN_V1_V2_illumina_dada2_SILVA_1_D6300	MN	MN1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	species	0.00137778937846119
MN_V1_V2_illumina_dada2_SILVA_3_D6300	MN	MN2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	species	0.00537225536240297
MN_V1_V2_illumina_dada2_SILVA_4_D6300	MN	MN3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	2	D6300	species	0.0248452176552353
Q_V1_V2_illumina_dada2_SILVA_1_D6300	Q	Q1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	species	0.00443985607865772
Q_V1_V2_illumina_dada2_SILVA_2_D6300	Q	Q2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	species	0.0388757582445518
Q_V1_V2_illumina_dada2_SILVA_4_D6300	Q	Q3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	3	D6300	species	0.00159681681630869
Z_V1_V2_illumina_dada2_SILVA_1_D6300	Z	Z1	Zymo_D3600	1	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	species	0.00559612197898788
Z_V1_V2_illumina_dada2_SILVA_2_D6300	Z	Z2	Zymo_D3600	2	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	species	0.00458416635047282
Z_V1_V2_illumina_dada2_SILVA_4_D6300	Z	Z3	Zymo_D3600	3	SILVA	V1_V2	Illumina	dada2	NA	NA	NA	NA	NA	4	D6300	species	0.0180505803384524
